Country,Year,population
Akrotiri and Dhekelia,1961,11519
Albania,1961,1685901
Algeria,1961,11404859
American Samoa,1961,20478
Andorra,1961,14376
Angola,1961,5367287
Anguilla,1961,5901
Antigua and Barbuda,1961,55403
Argentina,1961,20953079
Armenia,1961,1934239
Aruba,1961,55435
Australia,1961,10494911
Austria,1961,7105654
Azerbaijan,1961,4030130
Bahamas,1961,115108
Bahrain,1961,167924
Bangladesh,1961,49593610
Barbados,1961,231674
Belarus,1961,8274486
Belgium,1961,9200393
Belize,1961,94701
Benin,1961,2466002
Bermuda,1961,45834
Bhutan,1961,229297
Bolivia,1961,3764815
Bosnia and Herzegovina,1961,3277096
Botswana,1961,536576
Brazil,1961,74706888
British Virgin Islands,1961,8157
Brunei,1961,85687
Bulgaria,1961,7935058
Burkina Faso,1961,4894578
Burundi,1961,2840375
Cambodia,1961,5872247
Cameroon,1961,5474509
Canada,1961,18295922
Cape Verde,1961,205958
Cayman Islands,1961,8026
Central African Republic,1961,1529229
Chad,1961,3061423
Channel Islands,1961,110399
Chile,1961,7873504
China,1961,654625069
Christmas Island,1961,831
Cocos Island,1961,376
Colombia,1961,16982313
Comoros,1961,191828
"Congo, Dem. Rep.",1961,15637715
"Congo, Rep.",1961,1039966
Cook Is,1961,18435
Costa Rica,1961,1381920
Cote d'Ivoire,1961,3602075
Croatia,1961,4222502
Cuba,1961,7289828
Cyprus,1961,576395
Czech Republic,1961,9626727
Czechoslovakia,1961,13763549
Denmark,1961,4613769
Djibouti,1961,88499
Dominica,1961,61035
Dominican Republic,1961,3406299
East Germany,1961,17655756
Ecuador,1961,4676858
Egypt,1961,27810001
El Salvador,1961,2843246
Equatorial Guinea,1961,255100
Eritrea,1961,1441297
Eritrea and Ethiopia,1961,26294813
Estonia,1961,1230521
Ethiopia,1961,22671131
Faeroe Islands,1961,34730
Falkland Is (Malvinas),1961,2131
Fiji,1961,407152
Finland,1961,4463432
France,1961,46471083
French Guiana,1961,33126
French Polynesia,1961,80706
Gabon,1961,504174
Gambia,1961,376736
Georgia,1961,4225733
Germany,1961,73686490
Ghana,1961,6866545
Gibraltar,1961,21797
Greece,1961,8366020
Greenland,1961,32474
Grenada,1961,91260
Guadeloupe,1961,281412
Guam,1961,68073
Guatemala,1961,4240084
Guernsey,1961,47332
Guinea,1961,3633778
Guinea-Bissau,1961,623413
Guyana,1961,582034
Haiti,1961,3943363
Holy See,1961,904
Honduras,1961,2069085
"Hong Kong, China",1961,3227426
Hungary,1961,10031496
Iceland,1961,179106
India,1961,458691457
Indonesia,1961,90138235
Iran,1961,22480420
Iraq,1961,7475354
Ireland,1961,2816832
Isle of Man,1961,48353
Israel,1961,2174271
Italy,1961,50067464
Jamaica,1961,1654461
Japan,1961,93357259
Jersey,1961,63615
Jordan,1961,927850
Kazakhstan,1961,10411040
Kenya,1961,8361442
Kiribati,1961,42261
North Korea,1961,11665593
South Korea,1961,25808542
United Korea (former),1961,36259675
Kosovo,1961,1348203
Kuwait,1961,294639
Kyrgyz Republic,1961,2245062
Lao,1961,2169287
Latvia,1961,2158546
Lebanon,1961,1864605
Lesotho,1961,866253
Liberia,1961,1144896
Libya,1961,1483856
Liechtenstein,1961,16894
Lithuania,1961,2807763
Luxembourg,1961,317442
"Macao, China",1961,175135
"Macedonia, FYR",1961,1507653
Madagascar,1961,5223621
Malawi,1961,3700032
Malaysia,1961,8429369
Maldives,1961,92327
Mali,1961,5322267
Malta,1961,311702
Marshall Islands,1961,15052
Martinique,1961,288483
Mauritania,1961,883223
Mauritius,1961,679045
Mayotte,1961,25240
Mexico,1961,39394125
"Micronesia, Fed. Sts.",1961,45956
Moldova,1961,3075927
Monaco,1961,22812
Mongolia,1961,982180
Montenegro,1961,498128
Montserrat,1961,11882
Morocco,1961,12713043
Mozambique,1961,7643290
Myanmar,1961,21961594
Namibia,1961,617282
Nauru,1961,4675
Nepal,1961,10215153
Netherlands,1961,11576024
Netherlands Antilles,1961,137090
New Caledonia,1961,80585
New Zealand,1961,2423769
Ngorno-Karabakh,1961,NA
Nicaragua,1961,1830400
Niger,1961,3493636
Nigeria,1961,46144154
Niue,1961,4878
Norfolk Island,1961,1744
Northern Cyprus,1961,NA
Northern Mariana Islands,1961,10340
Norway,1961,3610710
Oman,1961,564895
Pakistan,1961,45988447
Palau,1961,9901
Panama,1961,1167041
Papua New Guinea,1961,2001048
Paraguay,1961,1953331
Peru,1961,10350239
Philippines,1961,27164618
Pitcairn,1961,136
Poland,1961,30138099
Portugal,1961,8899331
Puerto Rico,1961,2395612
Qatar,1961,51355
Reunion,1961,345407
Romania,1961,18780105
Russia,1961,121390327
Rwanda,1961,2996091
St. Barthélemy,1961,2187
St. Helena,1961,4708
St. Kitts and Nevis,1961,51195
St. Lucia,1961,90913
St. Martin,1961,19218
St. Vincent and the Grenadines,1961,82144
St.-Pierre-et-Miquelon,1961,4951
Samoa,1961,112121
San Marino,1961,15787
Sao Tome and Principe,1961,64549
Saudi Arabia,1961,4218879
Senegal,1961,3265558
Serbia,1961,7613356
Serbia and Montenegro,1961,8011046
Serbia excluding Kosovo,1961,6372978
Seychelles,1961,42402
Sierra Leone,1961,2210169
Singapore,1961,1690353
Slovak Republic,1961,4193035
Slovenia,1961,1596554
Solomon Islands,1961,121403
Somalia,1961,2814683
Somaliland,1961,NA
South Africa,1961,17850045
South Ossetia,1961,NA
Spain,1961,30777097
Sri Lanka,1961,10129134
Sudan,1961,7749884
Suriname,1961,298190
Svalbard,1961,1850
Swaziland,1961,357522
Sweden,1961,7527081
Switzerland,1961,5393411
Syria,1961,4742596
Taiwan,1961,11563667
Tajikistan,1961,2140413
Tanzania,1961,10373380
Thailand,1961,28224208
Timor-Leste,1961,508311
Togo,1961,1597528
Tokelau,1961,1910
Tonga,1961,63740
Transnistria,1961,NA
Trinidad and Tobago,1961,865356
Tunisia,1961,4235936
Turkey,1961,28229291
Turkmenistan,1961,1649914
Turks and Caicos Islands,1961,5760
Tuvalu,1961,6242
Uganda,1961,7006629
Ukraine,1961,43203635
United Arab Emirates,1961,100985
United Kingdom,1961,52765864
United States,1961,189077076
Uruguay,1961,2571691
USSR,1961,217541795
Uzbekistan,1961,9044671
Wallis et Futuna,1961,8730
Vanuatu,1961,65708
Venezuela,1961,8461684
West Bank and Gaza,1961,1096903
West Germany,1961,55399408
Western Sahara,1961,35723
Vietnam,1961,33666768
Virgin Islands (U.S.),1961,35178
North Yemen (former),1961,4593792
South Yemen (former),1961,1422317
Yemen,1961,5251663
Yugoslavia,1961,18316990
Zambia,1961,3142848
Zimbabwe,1961,3876638
Åland,1961,20949
South Sudan,1961,3011112
Curaçao,1961,128379
Sint Maarten (Dutch part),1961,3080
St. Martin (French part),1961,NA
Antarctica,1961,NA
Bouvet Island,1961,NA
British Indian Ocean Territory,1961,NA
Clipperton,1961,NA
French Southern and Antarctic Lands,1961,NA
Gaza Strip,1961,NA
Heard and McDonald Islands,1961,NA
Northern Marianas,1961,NA
South Georgia and the South Sandwich Islands,1961,NA
US Minor Outlying Islands,1961,NA
Virgin Islands,1961,NA
West Bank,1961,NA
Abkhazia,1962,NA
Afghanistan,1962,9343772
Akrotiri and Dhekelia,1962,11601
Albania,1962,1737645
Algeria,1962,11690152
American Samoa,1962,21118
Andorra,1962,15376
Angola,1962,5465905
Anguilla,1962,5948
Antigua and Barbuda,1962,56311
Argentina,1962,21287682
Armenia,1962,2002170
Aruba,1962,56226
Australia,1962,10691220
Austria,1962,7151077
Azerbaijan,1962,4167558
Bahamas,1962,121083
Bahrain,1962,173107
Bangladesh,1962,51030604
Barbados,1962,232584
Belarus,1962,8356956
Belgium,1962,9261828
Belize,1962,97389
Benin,1962,2503232
Bermuda,1962,46724
Bhutan,1962,234703
Bolivia,1962,3838096
Bosnia and Herzegovina,1962,3341809
Botswana,1962,549990
Brazil,1962,77007549
British Virgin Islands,1962,8298
Brunei,1962,89603
Bulgaria,1962,8004367
Burkina Faso,1962,4960325
Burundi,1962,2894510
Cambodia,1962,6026696
Cameroon,1962,5593768
Canada,1962,18659663
Cape Verde,1962,210866
Cayman Islands,1962,8142
Central African Republic,1962,1556656
Chad,1962,3122357
Channel Islands,1962,111463
Chile,1962,8054166
China,1962,665426760
Christmas Island,1962,855
Cocos Island,1962,381
Colombia,1962,17500166
Comoros,1962,194960
"Congo, Dem. Rep.",1962,16041247
"Congo, Rep.",1962,1067611
Cook Is,1962,18515
Costa Rica,1962,1432583
Cote d'Ivoire,1962,3740503
Croatia,1962,4251421
Cuba,1962,7450404
Cyprus,1962,577691
Czech Republic,1962,9679416
Czechoslovakia,1962,13861628
Denmark,1962,4649179
Djibouti,1962,94200
Dominica,1962,61984
Dominican Republic,1962,3521276
East Germany,1962,17590645
Ecuador,1962,4812892
Egypt,1962,28560741
El Salvador,1962,2927861
Equatorial Guinea,1962,257940
Eritrea,1962,1476321
Eritrea and Ethiopia,1962,26817931
Estonia,1962,1245098
Ethiopia,1962,23221331
Faeroe Islands,1962,35153
Falkland Is (Malvinas),1962,2117
Fiji,1962,421576
Finland,1962,4494623
France,1962,47121575
French Guiana,1962,34376
French Polynesia,1962,83654
Gabon,1962,509806
Gambia,1962,383525
Georgia,1962,4292101
Germany,1962,74238494
Ghana,1962,7085463
Gibraltar,1962,22133
Greece,1962,8412059
Greenland,1962,33730
Grenada,1962,92424
Guadeloupe,1962,286768
Guam,1962,69607
Guatemala,1962,4356579
Guernsey,1962,47882
Guinea,1962,3690960
Guinea-Bissau,1962,629973
Guyana,1962,600559
Haiti,1962,4022596
Holy See,1962,901
Honduras,1962,2139208
"Hong Kong, China",1962,3391625
Hungary,1962,10064667
Iceland,1962,182640
India,1962,468054145
Indonesia,1962,92558006
Iran,1962,23071426
Iraq,1962,7674220
Ireland,1962,2821742
Isle of Man,1962,48580
Israel,1962,2264304
Italy,1962,50458277
Jamaica,1962,1681222
Japan,1962,94263646
Jersey,1962,64261
Jordan,1962,962783
Kazakhstan,1962,10819503
Kenya,1962,8628973
Kiribati,1962,43312
North Korea,1962,11871720
South Korea,1962,26495107
United Korea (former),1962,37341266
Kosovo,1962,1361244
Kuwait,1962,335161
Kyrgyz Republic,1962,2323642
Lao,1962,2219964
Latvia,1962,2185016
Lebanon,1962,1925276
Lesotho,1962,881910
Liberia,1962,1170267
Libya,1962,1536196
Liechtenstein,1962,17298
Lithuania,1962,2847221
Luxembourg,1962,320704
"Macao, China",1962,181025
"Macedonia, FYR",1962,1527105
Madagascar,1962,5352674
Malawi,1962,3784444
Malaysia,1962,8710678
Maldives,1962,94909
Mali,1962,5381369
Malta,1962,310325
Marshall Islands,1962,15545
Martinique,1962,294964
Mauritania,1962,909172
Mauritius,1962,698307
Mayotte,1962,26538
Mexico,1962,40649590
"Micronesia, Fed. Sts.",1962,47387
Moldova,1962,3145546
Monaco,1962,23042
Mongolia,1962,1011328
Montenegro,1962,509708
Montserrat,1962,11798
Morocco,1962,13100843
Mozambique,1962,7799396
Myanmar,1962,22446690
Namibia,1962,632658
Nauru,1962,4947
Nepal,1962,10377061
Netherlands,1962,11735896
Netherlands Antilles,1962,139387
New Caledonia,1962,83221
New Zealand,1962,2477328
Ngorno-Karabakh,1962,NA
Nicaragua,1962,1886560
Niger,1962,3596613
Nigeria,1962,47117859
Niue,1962,4930
Norfolk Island,1962,1749
Northern Cyprus,1962,NA
Northern Mariana Islands,1962,10541
Norway,1962,3638791
Oman,1962,578825
Pakistan,1962,47122931
Palau,1962,10150
Panama,1962,1202372
Papua New Guinea,1962,2037165
Paraguay,1962,2005337
Peru,1962,10650672
Philippines,1962,28081234
Pitcairn,1962,127
Poland,1962,30530513
Portugal,1962,8917020
Puerto Rico,1962,2442157
Qatar,1962,56187
Reunion,1962,355428
Romania,1962,18924068
Russia,1962,122842753
Rwanda,1962,3050596
St. Barthélemy,1962,2204
St. Helena,1962,4670
St. Kitts and Nevis,1962,50966
St. Lucia,1962,92086
St. Martin,1962,19392
St. Vincent and the Grenadines,1962,83206
St.-Pierre-et-Miquelon,1962,4981
Samoa,1962,115786
San Marino,1962,16197
Sao Tome and Principe,1962,64429
Saudi Arabia,1962,4362863
Senegal,1962,3356421
Serbia,1962,7669610
Serbia and Montenegro,1962,8090192
Serbia excluding Kosovo,1962,6434621
Seychelles,1962,43409
Sierra Leone,1962,2239581
Singapore,1962,1742472
Slovak Republic,1962,4245726
Slovenia,1962,1605645
Solomon Islands,1962,125068
Somalia,1962,2874944
Somaliland,1962,NA
South Africa,1962,18322335
South Ossetia,1962,NA
Spain,1962,31122390
Sri Lanka,1962,10366190
Sudan,1962,7981797
Suriname,1962,306330
Svalbard,1962,1892
Swaziland,1962,365719
Sweden,1962,7576192
Switzerland,1962,5503e3
Syria,1962,4897428
Taiwan,1962,11919667
Tajikistan,1962,2223956
Tanzania,1962,10683888
Thailand,1962,29081037
Timor-Leste,1962,517446
Togo,1962,1612758
Tokelau,1962,1938
Tonga,1962,66255
Transnistria,1962,NA
Trinidad and Tobago,1962,880019
Tunisia,1962,4303130
Turkey,1962,28909985
Turkmenistan,1962,1708711
Turks and Caicos Islands,1962,5762
Tuvalu,1962,6391
Uganda,1962,7240155
Ukraine,1962,43749469
United Arab Emirates,1962,112240
United Kingdom,1962,53146634
United States,1962,191860710
Uruguay,1962,2603887
USSR,1962,221143617
Uzbekistan,1962,9319510
Wallis et Futuna,1962,8903
Vanuatu,1962,67806
Venezuela,1962,8790590
West Bank and Gaza,1962,1128809
West Germany,1962,55919857
Western Sahara,1962,38853
Vietnam,1962,34684164
Virgin Islands (U.S.),1962,38513
North Yemen (former),1962,4624736
South Yemen (former),1962,1431898
Yemen,1962,5339285
Yugoslavia,1962,18501105
Zambia,1962,3240664
Zimbabwe,1962,4006262
Åland,1962,20918
South Sudan,1962,3069990
Curaçao,1962,129681
Sint Maarten (Dutch part),1962,3369
St. Martin (French part),1962,NA
Antarctica,1962,NA
Bouvet Island,1962,NA
British Indian Ocean Territory,1962,NA
Clipperton,1962,NA
French Southern and Antarctic Lands,1962,NA
Gaza Strip,1962,NA
Heard and McDonald Islands,1962,NA
Northern Marianas,1962,NA
South Georgia and the South Sandwich Islands,1962,NA
US Minor Outlying Islands,1962,NA
Virgin Islands,1962,NA
West Bank,1962,NA
Abkhazia,1963,NA
Afghanistan,1963,9531555
Akrotiri and Dhekelia,1963,11683
Albania,1963,1790533
Algeria,1963,11985130
American Samoa,1963,21883
Andorra,1963,16410
Angola,1963,5565808
Anguilla,1963,6001
Antigua and Barbuda,1963,57368
Argentina,1963,21621845
Armenia,1963,2070427
Aruba,1963,56697
Australia,1963,10892700
Austria,1963,7199962
Azerbaijan,1963,4307315
Bahamas,1963,127331
Bahrain,1963,178048
Bangladesh,1963,52532595
Barbados,1963,233587
Belarus,1963,8438535
Belgium,1963,9323467
Belize,1963,100166
Benin,1963,2543335
Bermuda,1963,47601
Bhutan,1963,240364
Bolivia,1963,3913397
Bosnia and Herzegovina,1963,3406466
Botswana,1963,564316
Brazil,1963,79368453
British Virgin Islands,1963,8455
Brunei,1963,93650
Bulgaria,1963,8073469
Burkina Faso,1963,5027818
Burundi,1963,2950903
Cambodia,1963,6181137
Cameroon,1963,5719135
Canada,1963,19007305
Cape Verde,1963,216913
Cayman Islands,1963,8228
Central African Republic,1963,1585765
Chad,1963,3184775
Channel Islands,1963,112595
Chile,1963,8237555
China,1963,677332765
Christmas Island,1963,880
Cocos Island,1963,386
Colombia,1963,18033548
Comoros,1963,198205
"Congo, Dem. Rep.",1963,16461914
"Congo, Rep.",1963,1096502
Cook Is,1963,18570
Costa Rica,1963,1484512
Cote d'Ivoire,1963,3889859
Croatia,1963,4279058
Cuba,1963,7618359
Cyprus,1963,577912
Czech Republic,1963,9730996
Czechoslovakia,1963,13952732
Denmark,1963,4686155
Djibouti,1963,100622
Dominica,1963,62920
Dominican Republic,1963,3638628
East Germany,1963,17525774
Ecuador,1963,4953735
Egypt,1963,29322709
El Salvador,1963,3015885
Equatorial Guinea,1963,260990
Eritrea,1963,1512671
Eritrea and Ethiopia,1963,27358488
Estonia,1963,1260239
Ethiopia,1963,23798378
Faeroe Islands,1963,35550
Falkland Is (Malvinas),1963,2104
Fiji,1963,436208
Finland,1963,4522727
France,1963,47781535
French Guiana,1963,35768
French Polynesia,1963,86839
Gabon,1963,516270
Gambia,1963,389070
Georgia,1963,4357379
Germany,1963,74820389
Ghana,1963,7303432
Gibraltar,1963,22510
Greece,1963,8452617
Greenland,1963,35038
Grenada,1963,93354
Guadeloupe,1963,291459
Guam,1963,71289
Guatemala,1963,4476923
Guernsey,1963,48588
Guinea,1963,3749920
Guinea-Bissau,1963,636593
Guyana,1963,618887
Haiti,1963,4103732
Holy See,1963,896
Honduras,1963,2211144
"Hong Kong, China",1963,3554025
Hungary,1963,10099999
Iceland,1963,186056
India,1963,477729958
Indonesia,1963,95055669
Iran,1963,23680433
Iraq,1963,7888914
Ireland,1963,2831911
Isle of Man,1963,49089
Israel,1963,2355929
Italy,1963,50872976
Jamaica,1963,1709690
Japan,1963,95227653
Jersey,1963,64916
Jordan,1963,1000506
Kazakhstan,1963,11211938
Kenya,1963,8908425
Kiribati,1963,44372
North Korea,1963,12065470
South Korea,1963,27143075
United Korea (former),1963,38423503
Kosovo,1963,1374018
Kuwait,1963,381665
Kyrgyz Republic,1963,2406263
Lao,1963,2272078
Latvia,1963,2211297
Lebanon,1963,1984982
Lesotho,1963,898342
Liberia,1963,1196588
Libya,1963,1592111
Liechtenstein,1963,17722
Lithuania,1963,2887887
Luxembourg,1963,324127
"Macao, China",1963,188703
"Macedonia, FYR",1963,1547445
Madagascar,1963,5486593
Malawi,1963,3872124
Malaysia,1963,8999247
Maldives,1963,97556
Mali,1963,5441611
Malta,1963,308815
Marshall Islands,1963,16111
Martinique,1963,300958
Mauritania,1963,936014
Mauritius,1963,717413
Mayotte,1963,27879
Mexico,1963,41939880
"Micronesia, Fed. Sts.",1963,48875
Moldova,1963,3212094
Monaco,1963,23169
Mongolia,1963,1042383
Montenegro,1963,520714
Montserrat,1963,11806
Morocco,1963,13488517
Mozambique,1963,7961458
Myanmar,1963,22947286
Namibia,1963,648668
Nauru,1963,5231
Nepal,1963,10544586
Netherlands,1963,11896942
Netherlands Antilles,1963,141689
New Caledonia,1963,85908
New Zealand,1963,2530791
Ngorno-Karabakh,1963,NA
Nicaragua,1963,1943591
Niger,1963,3703159
Nigeria,1963,48128460
Niue,1963,4985
Norfolk Island,1963,1755
Northern Cyprus,1963,NA
Northern Mariana Islands,1963,10709
Norway,1963,3666690
Oman,1963,593504
Pakistan,1963,48312888
Palau,1963,10381
Panama,1963,1238824
Papua New Guinea,1963,2075630
Paraguay,1963,2058916
Peru,1963,10961539
Philippines,1963,29016770
Pitcairn,1963,118
Poland,1963,30893775
Portugal,1963,8924221
Puerto Rico,1963,2491284
Qatar,1963,61647
Reunion,1963,366081
Romania,1963,19059874
Russia,1963,124193114
Rwanda,1963,3102968
St. Barthélemy,1963,2233
St. Helena,1963,4640
St. Kitts and Nevis,1963,50533
St. Lucia,1963,93397
St. Martin,1963,19568
St. Vincent and the Grenadines,1963,84167
St.-Pierre-et-Miquelon,1963,5011
Samoa,1963,119564
San Marino,1963,16616
Sao Tome and Principe,1963,64181
Saudi Arabia,1963,4516663
Senegal,1963,3450418
Serbia,1963,7725501
Serbia and Montenegro,1963,8167835
Serbia excluding Kosovo,1963,6495003
Seychelles,1963,44515
Sierra Leone,1963,2269890
Singapore,1963,1790682
Slovak Republic,1963,4294673
Slovenia,1963,1614022
Solomon Islands,1963,128863
Somalia,1963,2937360
Somaliland,1963,NA
South Africa,1963,18809939
South Ossetia,1963,NA
Spain,1963,31479529
Sri Lanka,1963,10608672
Sudan,1963,8223613
Suriname,1963,314530
Svalbard,1963,1935
Swaziland,1963,373991
Sweden,1963,7627722
Switzerland,1963,5618160
Syria,1963,5057825
Taiwan,1963,12275667
Tajikistan,1963,2312193
Tanzania,1963,11005882
Thailand,1963,29967043
Timor-Leste,1963,526936
Togo,1963,1631763
Tokelau,1963,1951
Tonga,1963,69e3
Transnistria,1963,NA
Trinidad and Tobago,1963,892571
Tunisia,1963,4377636
Turkey,1963,29597047
Turkmenistan,1963,1769008
Turks and Caicos Islands,1963,5741
Tuvalu,1963,6542
Uganda,1963,7487411
Ukraine,1963,44285897
United Arab Emirates,1963,125216
United Kingdom,1963,53537821
United States,1963,194513911
Uruguay,1963,2635128
USSR,1963,224503517
Uzbekistan,1963,9611601
Wallis et Futuna,1963,9060
Vanuatu,1963,69962
Venezuela,1963,9130346
West Bank and Gaza,1963,1159693
West Germany,1963,56445194
Western Sahara,1963,42309
Vietnam,1963,35722092
Virgin Islands (U.S.),1963,42314
North Yemen (former),1963,4655889
South Yemen (former),1963,1441544
Yemen,1963,5429501
Yugoslavia,1963,18679169
Zambia,1963,3342894
Zimbabwe,1963,4140804
Åland,1963,20886
South Sudan,1963,3131686
Curaçao,1963,130950
Sint Maarten (Dutch part),1963,3699
St. Martin (French part),1963,NA
Antarctica,1963,NA
Bouvet Island,1963,NA
British Indian Ocean Territory,1963,NA
Clipperton,1963,NA
French Southern and Antarctic Lands,1963,NA
Gaza Strip,1963,NA
Heard and McDonald Islands,1963,NA
Northern Marianas,1963,NA
South Georgia and the South Sandwich Islands,1963,NA
US Minor Outlying Islands,1963,NA
Virgin Islands,1963,NA
West Bank,1963,NA
Abkhazia,1964,NA
Afghanistan,1964,9728645
Akrotiri and Dhekelia,1964,11765
Albania,1964,1843596
Algeria,1964,12295973
American Samoa,1964,22701
Andorra,1964,17470
Angola,1964,5665701
Anguilla,1964,6057
Antigua and Barbuda,1964,58500
Argentina,1964,21953926
Armenia,1964,2138133
Aruba,1964,57029
Australia,1964,11114995
Austria,1964,7249855
Azerbaijan,1964,4445653
Bahamas,1964,133697
Bahrain,1964,182774
Bangladesh,1964,54129390
Barbados,1964,234547
Belarus,1964,8521433
Belgium,1964,9383443
Belize,1964,103070
Benin,1964,2586362
Bermuda,1964,48436
Bhutan,1964,246324
Bolivia,1964,3990855
Bosnia and Herzegovina,1964,3468083
Botswana,1964,579560
Brazil,1964,81751802
British Virgin Islands,1964,8628
Brunei,1964,97933
Bulgaria,1964,8141171
Burkina Faso,1964,5098892
Burundi,1964,3011957
Cambodia,1964,6329411
Cameroon,1964,5850454
Canada,1964,19349346
Cape Verde,1964,223854
Cayman Islands,1964,8299
Central African Republic,1964,1616515
Chad,1964,3247798
Channel Islands,1964,113778
Chile,1964,8423614
China,1964,690932043
Christmas Island,1964,905
Cocos Island,1964,391
Colombia,1964,18581972
Comoros,1964,201665
"Congo, Dem. Rep.",1964,16903899
"Congo, Rep.",1964,1126602
Cook Is,1964,18699
Costa Rica,1964,1537035
Cote d'Ivoire,1964,4049675
Croatia,1964,4304984
Cuba,1964,7787149
Cyprus,1964,578629
Czech Republic,1964,9773266
Czechoslovakia,1964,14049130
Denmark,1964,4723496
Djibouti,1964,107584
Dominica,1964,63921
Dominican Republic,1964,3757962
East Germany,1964,17461142
Ecuador,1964,5099470
Egypt,1964,30094082
El Salvador,1964,3106186
Equatorial Guinea,1964,264743
Eritrea,1964,1550297
Eritrea and Ethiopia,1964,27916727
Estonia,1964,1275471
Ethiopia,1964,24396965
Faeroe Islands,1964,35946
Falkland Is (Malvinas),1964,2089
Fiji,1964,450452
Finland,1964,4546343
France,1964,48402900
French Guiana,1964,37282
French Polynesia,1964,90132
Gabon,1964,523793
Gambia,1964,394552
Georgia,1964,4419583
Germany,1964,75410766
Ghana,1964,7513286
Gibraltar,1964,22894
Greece,1964,8492232
Greenland,1964,36441
Grenada,1964,94066
Guadeloupe,1964,295840
Guam,1964,73048
Guatemala,1964,4600846
Guernsey,1964,49327
Guinea,1964,3812004
Guinea-Bissau,1964,643962
Guyana,1964,635778
Haiti,1964,4186636
Holy See,1964,881
Honduras,1964,2282764
"Hong Kong, China",1964,3695136
Hungary,1964,10135688
Iceland,1964,189276
India,1964,487690114
Indonesia,1964,97638027
Iran,1964,24308080
Iraq,1964,8122200
Ireland,1964,2844373
Isle of Man,1964,49818
Israel,1964,2443297
Italy,1964,51289904
Jamaica,1964,1737616
Japan,1964,96253064
Jersey,1964,65609
Jordan,1964,1050725
Kazakhstan,1964,11577537
Kenya,1964,9200158
Kiribati,1964,45424
North Korea,1964,12282421
South Korea,1964,27770874
United Korea (former),1964,39502153
Kosovo,1964,1386816
Kuwait,1964,431366
Kyrgyz Republic,1964,2490244
Lao,1964,2325742
Latvia,1964,2236844
Lebanon,1964,2041212
Lesotho,1964,915473
Liberia,1964,1224094
Libya,1964,1652294
Liechtenstein,1964,18170
Lithuania,1964,2928182
Luxembourg,1964,327361
"Macao, China",1964,197523
"Macedonia, FYR",1964,1569143
Madagascar,1964,5625401
Malawi,1964,3963424
Malaysia,1964,9287442
Maldives,1964,100177
Mali,1964,5503748
Malta,1964,307389
Marshall Islands,1964,16702
Martinique,1964,306370
Mauritania,1964,963746
Mauritius,1964,735860
Mayotte,1964,29218
Mexico,1964,43264267
"Micronesia, Fed. Sts.",1964,50483
Moldova,1964,3275457
Monaco,1964,23237
Mongolia,1964,1074517
Montenegro,1964,529176
Montserrat,1964,11837
Morocco,1964,13871988
Mozambique,1964,8129268
Myanmar,1964,23471163
Namibia,1964,665297
Nauru,1964,5500
Nepal,1964,10719988
Netherlands,1964,12057475
Netherlands Antilles,1964,144054
New Caledonia,1964,88578
New Zealand,1964,2581578
Ngorno-Karabakh,1964,NA
Nicaragua,1964,2002119
Niger,1964,3811813
Nigeria,1964,49169819
Niue,1964,5041
Norfolk Island,1964,1760
Northern Cyprus,1964,NA
Northern Mariana Islands,1964,10901
Norway,1964,3694987
Oman,1964,608889
Pakistan,1964,49555472
Palau,1964,10593
Panama,1964,1276274
Papua New Guinea,1964,2116832
Paraguay,1964,2114095
Peru,1964,11281015
Philippines,1964,29962877
Pitcairn,1964,110
Poland,1964,31229448
Portugal,1964,8915539
Puerto Rico,1964,2537637
Qatar,1964,67487
Reunion,1964,377793
Romania,1964,19207098
Russia,1964,125412397
Rwanda,1964,3161719
St. Barthélemy,1964,2262
St. Helena,1964,4623
St. Kitts and Nevis,1964,49934
St. Lucia,1964,94813
St. Martin,1964,19745
St. Vincent and the Grenadines,1964,85076
St.-Pierre-et-Miquelon,1964,5049
Samoa,1964,123354
San Marino,1964,17033
Sao Tome and Principe,1964,64209
Saudi Arabia,1964,4677409
Senegal,1964,3547939
Serbia,1964,7780683
Serbia and Montenegro,1964,8244951
Serbia excluding Kosovo,1964,6555503
Seychelles,1964,45651
Sierra Leone,1964,2301023
Singapore,1964,1836087
Slovak Republic,1964,4339082
Slovenia,1964,1621883
Solomon Islands,1964,132787
Somalia,1964,3002173
Somaliland,1964,NA
South Africa,1964,19308166
South Ossetia,1964,NA
Spain,1964,31838485
Sri Lanka,1964,10858780
Sudan,1964,8475765
Suriname,1964,322995
Svalbard,1964,1979
Swaziland,1964,382575
Sweden,1964,7682603
Switzerland,1964,5729465
Syria,1964,5224579
Taiwan,1964,12628667
Tajikistan,1964,2401598
Tanzania,1964,11339076
Thailand,1964,30881332
Timor-Leste,1964,536798
Togo,1964,1662072
Tokelau,1964,1948
Tonga,1964,71757
Transnistria,1964,NA
Trinidad and Tobago,1964,903272
Tunisia,1964,4458609
Turkey,1964,30292969
Turkmenistan,1964,1829697
Turks and Caicos Islands,1964,5705
Tuvalu,1964,6687
Uganda,1964,7746181
Ukraine,1964,44794325
United Arab Emirates,1964,138220
United Kingdom,1964,53920055
United States,1964,197028908
Uruguay,1964,2665387
USSR,1964,227598789
Uzbekistan,1964,9917202
Wallis et Futuna,1964,9173
Vanuatu,1964,72131
Venezuela,1964,9476255
West Bank and Gaza,1964,1182168
West Germany,1964,56975467
